Date;Time;T_ambient;Vbus;V ;mA;mW;T_panell
02/01/2023;3:00:07;6.17;4.95;-0.25;-25;0;16.17
02/01/2023;3:00:12;5.92;4.95;-0.21;-21;0;15.92
02/01/2023;3:00:17;6;4.96;-0.21;-21;0;16
02/01/2023;3:00:22;5.6;4.95;-0.22;-22;0;15.6
02/01/2023;3:00:27;6.08;4.95;-0.22;-22;0;16.08
02/01/2023;3:00:32;5.76;4.95;-0.22;-22;0;15.76
02/01/2023;3:00:37;5.52;4.95;-0.21;-21;0;15.52
02/01/2023;3:00:42;5.44;4.95;-0.2;-20;0;15.44
02/01/2023;3:00:47;5.44;4.95;-0.2;-20;0;15.44
02/01/2023;3:00:52;5.44;4.95;-0.22;-22;0;15.44
02/01/2023;3:00:57;5.44;4.95;-0.23;-23;0;15.44
02/01/2023;3:01:02;5.44;4.94;-0.23;-23;0;15.44
02/01/2023;3:01:07;5.44;4.95;-0.24;-24;0;15.44
02/01/2023;3:01:12;5.44;4.95;-0.22;-22;0;15.44
02/01/2023;3:01:17;5.44;4.95;-0.21;-21;0;15.44
02/01/2023;3:01:22;5.44;4.95;-0.21;-21;0;15.44
02/01/2023;3:01:27;5.44;4.93;-0.2;-20;0;15.44
02/01/2023;3:01:32;5.44;4.93;-0.2;-20;0;15.44
02/01/2023;3:01:37;5.44;4.94;-0.22;-22;0;15.44
02/01/2023;3:01:42;5.44;4.95;-0.21;-21;0;15.44
02/01/2023;3:01:47;5.44;4.96;-0.21;-21;0;15.44
02/01/2023;3:01:52;5.44;4.95;-0.24;-24;0;15.44
02/01/2023;3:01:57;5.44;4.96;-0.23;-23;0;15.44
02/01/2023;3:02:02;5.6;4.97;-0.21;-21;0;15.6
02/01/2023;3:02:07;5.76;4.96;-0.21;-21;0;15.76
02/01/2023;3:02:12;5.68;4.97;-0.23;-23;0;15.68
02/01/2023;3:02:17;5.6;4.97;-0.24;-24;0;15.6
02/01/2023;3:02:22;5.52;4.97;-0.23;-23;0;15.52
02/01/2023;3:02:27;5.6;4.97;-0.23;-23;0;15.6
02/01/2023;3:02:32;5.52;4.98;-0.23;-23;0;15.52
02/01/2023;3:02:37;5.76;4.95;-0.25;-25;0;15.76
02/01/2023;3:02:42;5.52;4.95;-0.24;-24;0;15.52
02/01/2023;3:02:47;5.44;4.93;-0.23;-23;0;15.44
02/01/2023;3:02:52;5.6;4.93;-0.23;-23;0;15.6
02/01/2023;3:02:57;5.44;4.93;-0.22;-22;0;15.44
02/01/2023;3:03:02;5.44;4.91;-0.21;-21;0;15.44
02/01/2023;3:03:07;5.44;4.9;-0.23;-23;0;15.44
02/01/2023;3:03:12;5.44;4.89;-0.22;-22;0;15.44
02/01/2023;3:03:17;5.44;4.88;-0.21;-21;0;15.44
02/01/2023;3:03:22;5.44;4.86;-0.23;-23;0;15.44
02/01/2023;3:03:27;5.44;4.85;-0.23;-23;0;15.44
02/01/2023;3:03:32;5.44;4.84;-0.21;-21;0;15.44
02/01/2023;3:03:37;5.44;4.82;-0.22;-22;0;15.44
02/01/2023;3:03:42;5.44;4.8;-0.22;-22;0;15.44
02/01/2023;3:03:47;5.44;4.79;-0.22;-22;0;15.44
02/01/2023;3:03:52;5.44;5;-0.22;-22;0;15.44
02/01/2023;3:03:57;5.44;5;-0.24;-24;0;15.44
02/01/2023;3:04:02;5.84;5;-0.24;-24;0;15.84
02/01/2023;3:04:07;6.17;5.01;-0.23;-23;0;16.17
02/01/2023;3:04:12;6.49;5;-0.24;-24;0;16.49
02/01/2023;3:04:17;6.89;5.01;-0.23;-23;0;16.89
02/01/2023;3:04:22;7.13;5.01;-0.22;-22;0;17.13
02/01/2023;3:04:27;6.89;5;-0.2;-20;0;16.89
02/01/2023;3:04:32;7.62;5.01;-0.21;-21;0;17.62
02/01/2023;3:04:37;7.86;5;-0.22;-22;0;17.86
02/01/2023;3:04:42;8.1;5;-0.23;-23;0;18.1
02/01/2023;3:04:47;8.42;4.99;-0.24;-24;0;18.42
02/01/2023;3:04:52;8.34;5.01;-0.23;-23;0;18.34
02/01/2023;3:04:57;8.58;5;-0.23;-23;0;18.58
02/01/2023;3:05:02;8.74;5;-0.21;-21;0;18.74
02/01/2023;3:05:07;8.58;5;-0.23;-23;0;18.58
02/01/2023;3:05:12;8.66;5;-0.23;-23;0;18.66
02/01/2023;3:05:17;8.34;5.01;-0.22;-22;0;18.34
02/01/2023;3:05:22;8.74;5;-0.2;-20;0;18.74
02/01/2023;3:05:27;8.58;5;-0.22;-22;0;18.58
02/01/2023;3:05:32;8.9;5.01;-0.19;-19;0;18.9
02/01/2023;3:05:37;8.58;5.01;-0.22;-22;0;18.58
02/01/2023;3:05:42;8.34;5.01;-0.25;-25;0;18.34
02/01/2023;3:05:47;8.58;5;-0.22;-22;0;18.58
02/01/2023;3:05:52;8.26;5.01;-0.21;-21;0;18.26
02/01/2023;3:05:57;8.26;5.02;-0.2;-20;0;18.26
02/01/2023;3:06:02;8.58;5.01;-0.22;-22;0;18.58
02/01/2023;3:06:07;8.34;5.01;-0.23;-23;0;18.34
02/01/2023;3:06:12;8.5;5.06;-0.23;-23;0;18.5
02/01/2023;3:06:17;7.7;5.02;-0.21;-21;0;17.7
02/01/2023;3:06:22;7.86;5;-0.2;-20;0;17.86
02/01/2023;3:06:27;8.02;5.03;-0.15;-15;0;18.02
02/01/2023;3:06:32;7.7;5.01;-0.15;-15;0;17.7
02/01/2023;3:06:37;7.78;5.01;-0.15;-15;0;17.78
02/01/2023;3:06:42;8.34;5.03;-0.15;-15;0;18.34
02/01/2023;3:06:47;8.42;5.04;-0.16;-16;0;18.42
02/01/2023;3:06:52;8.5;5.05;-0.17;-17;0;18.5
02/01/2023;3:06:57;8.26;5.03;-0.18;-18;0;18.26
02/01/2023;3:07:02;8.58;5.06;-0.18;-18;0;18.58
02/01/2023;3:07:07;8.74;5.03;-0.18;-18;0;18.74
02/01/2023;3:07:12;8.74;5.16;-0.19;-19;0;18.74
02/01/2023;3:07:17;9.63;5.1;-0.18;-18;0;19.63
02/01/2023;3:07:22;9.55;5.14;-0.19;-19;0;19.55
02/01/2023;3:07:27;9.15;5.07;-0.2;-20;0;19.15
02/01/2023;3:07:32;9.47;5.12;-0.19;-19;0;19.47
02/01/2023;3:07:37;9.39;5.12;-0.19;-19;0;19.39
02/01/2023;3:07:42;9.63;5.15;-0.18;-18;0;19.63
02/01/2023;3:07:47;9.63;5.17;-0.19;-19;0;19.63
02/01/2023;3:07:52;9.47;5.11;-0.19;-19;0;19.47
02/01/2023;3:07:57;9.95;5.07;-0.19;-19;0;19.95
02/01/2023;3:08:02;9.79;5.11;-0.2;-20;0;19.79
02/01/2023;3:08:07;9.63;5.06;-0.19;-19;0;19.63
02/01/2023;3:08:12;9.15;5.12;-0.18;-18;0;19.15
02/01/2023;3:08:17;9.55;5.09;-0.17;-17;0;19.55
02/01/2023;3:08:22;9.63;5.1;-0.18;-18;0;19.63
02/01/2023;3:08:27;9.47;5.11;-0.18;-18;0;19.47
02/01/2023;3:08:32;9.63;5.09;-0.18;-18;0;19.63
02/01/2023;3:08:37;9.63;5.18;-0.17;-17;0;19.63
02/01/2023;3:08:42;9.63;5.15;-0.18;-18;0;19.63
02/01/2023;3:08:47;9.39;5.1;-0.18;-18;0;19.39
02/01/2023;3:08:52;9.07;5.13;-0.18;-18;0;19.07
02/01/2023;3:08:57;9.31;5.17;-0.18;-18;0;19.31
02/01/2023;3:09:02;9.15;5.18;-0.19;-19;0;19.15
02/01/2023;3:09:07;8.82;5.11;-0.18;-18;0;18.82
02/01/2023;3:09:12;8.66;5.15;-0.19;-19;0;18.66
02/01/2023;3:09:17;8.58;5.26;-0.18;-18;0;18.58
02/01/2023;3:09:22;8.34;5.15;-0.18;-18;0;18.34
02/01/2023;3:09:27;8.42;5.11;-0.18;-18;0;18.42
02/01/2023;3:09:32;9.39;5.23;-0.19;-19;0;19.39
02/01/2023;3:09:37;9.39;5.23;-0.18;-18;0;19.39
02/01/2023;3:09:42;9.63;5.23;-0.18;-18;0;19.63
02/01/2023;3:09:47;9.47;5.24;-0.2;-20;0;19.47
02/01/2023;3:09:52;9.55;5.24;-0.2;-20;0;19.55
02/01/2023;3:09:57;9.31;5.24;-0.2;-20;0;19.31
02/01/2023;3:10:02;9.47;5.26;-0.2;-20;0;19.47
02/01/2023;3:10:07;9.15;5.26;-0.21;-21;0;19.15
02/01/2023;3:10:12;9.63;5.25;-0.21;-21;0;19.63
02/01/2023;3:10:17;9.55;5.26;-0.21;-21;0;19.55
02/01/2023;3:10:22;9.31;5.26;-0.2;-20;0;19.31
02/01/2023;3:10:27;9.63;5.26;-0.19;-19;0;19.63
02/01/2023;3:10:32;9.07;5.26;-0.2;-20;0;19.07
02/01/2023;3:10:37;9.55;5.26;-0.19;-19;0;19.55
02/01/2023;3:10:42;9.23;5.26;-0.2;-20;0;19.23
02/01/2023;3:10:47;9.47;5.26;-0.19;-19;0;19.47
02/01/2023;3:10:52;9.31;5.26;-0.19;-19;0;19.31
02/01/2023;3:10:57;9.31;5.26;-0.19;-19;0;19.31
02/01/2023;3:11:02;9.07;5.26;-0.19;-19;0;19.07
02/01/2023;3:11:07;9.15;5.26;-0.19;-19;0;19.15
02/01/2023;3:11:12;9.63;5.25;-0.2;-20;0;19.63
02/01/2023;3:11:17;9.47;5.26;-0.19;-19;0;19.47
02/01/2023;3:11:22;9.63;5.25;-0.2;-20;0;19.63
02/01/2023;3:11:27;9.55;5.25;-0.19;-19;0;19.55
02/01/2023;3:11:32;9.63;5.25;-0.19;-19;0;19.63
02/01/2023;3:11:37;9.63;5.25;-0.2;-20;0;19.63
02/01/2023;3:11:42;9.47;5.25;-0.2;-20;0;19.47
02/01/2023;3:11:47;9.63;5.25;-0.19;-19;0;19.63
02/01/2023;3:11:52;9.63;5.25;-0.19;-19;0;19.63
02/01/2023;3:11:57;9.79;5.25;-0.2;-20;0;19.79
02/01/2023;3:12:02;9.39;5.25;-0.19;-19;0;19.39
02/01/2023;3:12:07;9.63;5.25;-0.19;-19;0;19.63
02/01/2023;3:12:12;9.63;5.25;-0.18;-18;0;19.63
02/01/2023;3:12:17;9.55;5.25;-0.19;-19;0;19.55
02/01/2023;3:12:22;9.63;5.25;-0.19;-19;0;19.63
02/01/2023;3:12:27;9.63;5.25;-0.19;-19;0;19.63
02/01/2023;3:12:32;9.63;5.25;-0.18;-18;0;19.63
02/01/2023;3:12:37;9.47;5.25;-0.2;-20;0;19.47
02/01/2023;3:12:42;9.23;5.25;-0.18;-18;0;19.23
02/01/2023;3:12:47;9.55;5.25;-0.19;-19;0;19.55
02/01/2023;3:12:52;9.55;5.26;-0.19;-19;0;19.55
02/01/2023;3:12:57;9.63;5.26;-0.2;-20;0;19.63
02/01/2023;3:13:02;9.39;5.26;-0.19;-19;0;19.39
02/01/2023;3:13:07;9.55;5.26;-0.19;-19;0;19.55
02/01/2023;3:13:12;9.39;5.26;-0.2;-20;0;19.39
02/01/2023;3:13:17;9.55;5.26;-0.19;-19;0;19.55
02/01/2023;3:13:22;9.55;5.26;-0.2;-20;0;19.55
02/01/2023;3:13:27;9.47;5.26;-0.2;-20;0;19.47
02/01/2023;3:13:32;9.63;5.26;-0.21;-21;0;19.63
02/01/2023;3:13:37;9.63;5.26;-0.2;-20;0;19.63
02/01/2023;3:13:42;9.39;5.26;-0.2;-20;0;19.39
02/01/2023;3:13:47;9.39;5.26;-0.19;-19;0;19.39
02/01/2023;3:13:52;9.23;5.26;-0.2;-20;0;19.23
02/01/2023;3:13:57;9.63;5.26;-0.22;-22;0;19.63
02/01/2023;3:14:02;9.39;5.26;-0.24;-24;0;19.39
02/01/2023;3:14:07;9.63;5.26;-0.24;-24;0;19.63
02/01/2023;3:14:12;9.39;5.26;-0.23;-23;0;19.39
02/01/2023;3:14:17;9.31;5.26;-0.12;-12;0;19.31
02/01/2023;3:14:22;9.39;5.26;-0.23;-23;0;19.39
02/01/2023;3:14:27;9.55;5.26;-0.17;-17;0;19.55
02/01/2023;3:14:32;9.47;5.26;-0.25;-25;0;19.47
02/01/2023;3:14:37;9.39;5.26;-0.24;-24;0;19.39
02/01/2023;3:14:42;9.23;5.26;-0.24;-24;0;19.23
02/01/2023;3:14:47;9.55;5.26;-0.23;-23;0;19.55
02/01/2023;3:14:52;9.39;5.26;-0.14;-14;0;19.39
02/01/2023;3:14:57;9.39;5.26;-0.16;-16;0;19.39
02/01/2023;3:15:02;9.15;5.26;-0.21;-21;0;19.15
02/01/2023;3:15:07;9.47;5.26;-0.22;-22;0;19.47
02/01/2023;3:15:12;9.47;5.26;-0.22;-22;0;19.47
02/01/2023;3:15:17;9.39;5.26;-0.22;-22;0;19.39
02/01/2023;3:15:22;9.31;5.26;-0.22;-22;0;19.31
02/01/2023;3:15:27;9.63;5.26;-0.21;-21;0;19.63
02/01/2023;3:15:32;9.63;5.26;-0.21;-21;0;19.63
02/01/2023;3:15:37;9.47;5.26;-0.21;-21;0;19.47
02/01/2023;3:15:42;9.63;5.26;-0.2;-20;0;19.63
02/01/2023;3:15:47;9.47;5.26;-0.2;-20;0;19.47
02/01/2023;3:15:52;9.39;5.26;-0.2;-20;0;19.39
02/01/2023;3:15:57;9.55;5.26;-0.19;-19;0;19.55
02/01/2023;3:16:02;9.47;5.26;-0.19;-19;0;19.47
02/01/2023;3:16:07;9.63;5.26;-0.19;-19;0;19.63
02/01/2023;3:16:12;9.63;5.26;-0.18;-18;0;19.63
02/01/2023;3:16:17;9.63;5.26;-0.2;-20;0;19.63
02/01/2023;3:16:22;9.31;5.26;-0.19;-19;0;19.31
02/01/2023;3:16:27;9.31;5.26;-0.19;-19;0;19.31
02/01/2023;3:16:32;9.55;5.26;-0.18;-18;0;19.55
02/01/2023;3:16:37;9.55;5.26;-0.18;-18;0;19.55
02/01/2023;3:16:42;9.55;5.26;-0.19;-19;0;19.55
02/01/2023;3:16:47;9.39;5.26;-0.18;-18;0;19.39
02/01/2023;3:16:52;9.79;5.26;-0.18;-18;0;19.79
02/01/2023;3:16:57;9.63;5.26;-0.18;-18;0;19.63
02/01/2023;3:17:02;9.55;5.27;-0.18;-18;0;19.55
02/01/2023;3:17:07;9.23;5.28;-0.18;-18;0;19.23
02/01/2023;3:17:12;9.55;5.28;-0.18;-18;0;19.55
02/01/2023;3:17:17;9.39;5.28;-0.19;-19;0;19.39
02/01/2023;3:17:22;9.47;5.2;-0.19;-19;0;19.47
02/01/2023;3:17:27;9.23;5.27;-0.23;-23;0;19.23
02/01/2023;3:17:32;9.55;5.24;-0.17;-17;0;19.55
02/01/2023;3:17:37;9.23;5.28;-0.25;-25;0;19.23
02/01/2023;3:17:42;9.39;5.28;-0.24;-24;0;19.39
02/01/2023;3:17:47;9.55;5.28;-0.24;-24;0;19.55
02/01/2023;3:17:52;9.39;5.28;-0.23;-23;0;19.39
02/01/2023;3:17:57;9.63;5.22;-0.14;-14;0;19.63
02/01/2023;3:18:02;9.39;5.24;-0.16;-16;0;19.39
02/01/2023;3:18:07;9.39;5.27;-0.21;-21;0;19.39
02/01/2023;3:18:12;9.39;5.27;-0.22;-22;0;19.39
02/01/2023;3:18:17;9.39;5.27;-0.22;-22;0;19.39
02/01/2023;3:18:22;9.47;5.27;-0.22;-22;0;19.47
02/01/2023;3:18:27;9.39;5.27;-0.22;-22;0;19.39
02/01/2023;3:18:32;9.15;5.27;-0.21;-21;0;19.15
02/01/2023;3:18:37;9.63;5.26;-0.21;-21;0;19.63
02/01/2023;3:18:42;9.31;5.26;-0.21;-21;0;19.31
02/01/2023;3:18:47;9.39;5.26;-0.2;-20;0;19.39
02/01/2023;3:18:52;9.39;5.26;-0.2;-20;0;19.39
02/01/2023;3:18:57;9.47;5.26;-0.2;-20;0;19.47
02/01/2023;3:19:02;9.31;5.26;-0.19;-19;0;19.31
02/01/2023;3:19:07;9.39;5.26;-0.19;-19;0;19.39
02/01/2023;3:19:12;9.47;5.26;-0.19;-19;0;19.47
02/01/2023;3:19:17;9.31;5.26;-0.18;-18;0;19.31
02/01/2023;3:19:22;9.47;5.26;-0.2;-20;0;19.47
02/01/2023;3:19:27;9.63;5.26;-0.19;-19;0;19.63
02/01/2023;3:19:32;9.31;5.26;-0.19;-19;0;19.31
02/01/2023;3:19:37;9.31;5.26;-0.18;-18;0;19.31
02/01/2023;3:19:42;9.63;5.26;-0.18;-18;0;19.63
02/01/2023;3:19:47;9.31;5.26;-0.19;-19;0;19.31
02/01/2023;3:19:52;9.47;5.25;-0.18;-18;0;19.47
02/01/2023;3:19:57;9.39;5.26;-0.18;-18;0;19.39
02/01/2023;3:20:02;9.31;5.26;-0.18;-18;0;19.31
02/01/2023;3:20:07;9.63;5.25;-0.18;-18;0;19.63
02/01/2023;3:20:12;9.23;5.25;-0.18;-18;0;19.23
02/01/2023;3:20:17;9.63;5.25;-0.18;-18;0;19.63
02/01/2023;3:20:22;9.31;5.25;-0.19;-19;0;19.31
02/01/2023;3:20:27;9.39;5.25;-0.19;-19;0;19.39
02/01/2023;3:20:32;9.47;4.26;-0.25;-25;0;19.47
02/01/2023;3:20:37;9.15;4.29;-0.24;-24;0;19.15
02/01/2023;3:20:42;9.23;4.32;-0.23;-23;0;19.23
02/01/2023;3:20:47;9.55;4.36;-0.23;-23;0;19.55
02/01/2023;3:20:52;9.47;4.4;-0.22;-22;0;19.47
02/01/2023;3:20:57;9.23;4.43;-0.21;-21;0;19.23
02/01/2023;3:21:02;9.39;4.47;-0.23;-23;0;19.39
02/01/2023;3:21:07;9.39;4.49;-0.22;-22;0;19.39
02/01/2023;3:21:12;9.39;4.51;-0.21;-21;0;19.39
02/01/2023;3:21:17;9.23;4.53;-0.23;-23;0;19.23
02/01/2023;3:21:22;9.23;4.55;-0.23;-23;0;19.23
02/01/2023;3:21:27;9.39;4.55;-0.21;-21;0;19.39
02/01/2023;3:21:32;9.39;5.25;-0.22;-22;0;19.39
02/01/2023;3:21:37;9.31;4.55;-0.22;-22;0;19.31
02/01/2023;3:21:42;9.39;4.55;-0.22;-22;0;19.39
02/01/2023;3:21:47;9.31;4.54;-0.22;-22;0;19.31
02/01/2023;3:21:52;9.07;4.52;-0.24;-24;0;19.07
02/01/2023;3:21:57;9.39;4.49;-0.24;-24;0;19.39
02/01/2023;3:22:02;9.31;4.47;-0.23;-23;0;19.31
02/01/2023;3:22:07;9.31;4.43;-0.24;-24;0;19.31
02/01/2023;3:22:12;9.23;4.4;-0.23;-23;0;19.23
02/01/2023;3:22:17;9.31;4.37;-0.22;-22;0;19.31
02/01/2023;3:22:22;9.31;4.31;-0.2;-20;0;19.31
02/01/2023;3:22:27;9.23;5.25;-0.21;-21;0;19.23
02/01/2023;3:22:32;9.23;4.51;-0.22;-22;0;19.23
02/01/2023;3:22:37;9.31;4.6;-0.23;-23;0;19.31
02/01/2023;3:22:42;9.15;4.67;-0.24;-24;0;19.15
02/01/2023;3:22:47;9.55;4.74;-0.23;-23;0;19.55
02/01/2023;3:22:52;9.15;4.8;-0.23;-23;0;19.15
02/01/2023;3:22:57;9.31;4.84;-0.21;-21;0;19.31
02/01/2023;3:23:02;9.31;4.88;-0.23;-23;0;19.31
02/01/2023;3:23:07;9.31;4.91;-0.23;-23;0;19.31
02/01/2023;3:23:12;9.31;4.94;-0.22;-22;0;19.31
02/01/2023;3:23:17;9.23;4.97;-0.2;-20;0;19.23
02/01/2023;3:23:22;9.23;4.99;-0.22;-22;0;19.23
02/01/2023;3:23:27;9.23;5.01;-0.19;-19;0;19.23
02/01/2023;3:23:32;9.39;5.02;-0.22;-22;0;19.39
02/01/2023;3:23:37;9.39;5.03;-0.25;-25;0;19.39
02/01/2023;3:23:42;9.15;5.05;-0.22;-22;0;19.15
02/01/2023;3:23:47;9.31;5.05;-0.21;-21;0;19.31
02/01/2023;3:23:52;9.15;5.05;-0.2;-20;0;19.15
02/01/2023;3:23:57;9.31;5.06;-0.22;-22;0;19.31
02/01/2023;3:24:02;9.39;5.07;-0.23;-23;0;19.39
02/01/2023;3:24:07;9.23;5.07;-0.23;-23;0;19.23
02/01/2023;3:24:12;9.23;5.07;-0.21;-21;0;19.23
02/01/2023;3:24:17;9.15;5.08;-0.2;-20;0;19.15
02/01/2023;3:24:22;9.07;5.08;-0.15;-15;0;19.07
02/01/2023;3:24:27;9.31;5.08;-0.15;-15;0;19.31
02/01/2023;3:24:32;9.23;5.08;-0.15;-15;0;19.23
02/01/2023;3:24:37;9.07;5.08;-0.15;-15;0;19.07
02/01/2023;3:24:42;9.07;5.09;-0.16;-16;0;19.07
02/01/2023;3:24:47;9.39;5.09;-0.17;-17;0;19.39
02/01/2023;3:24:52;9.31;5.09;-0.18;-18;0;19.31
02/01/2023;3:24:57;9.39;5.09;-0.18;-18;0;19.39
02/01/2023;3:25:02;9.15;5.09;-0.18;-18;0;19.15
02/01/2023;3:25:07;9.31;5.09;-0.19;-19;0;19.31
02/01/2023;3:25:12;9.39;5.1;-0.18;-18;0;19.39
02/01/2023;3:25:17;9.23;5.1;-0.19;-19;0;19.23
02/01/2023;3:25:22;9.31;5.1;-0.2;-20;0;19.31
02/01/2023;3:25:27;9.39;5.1;-0.19;-19;0;19.39
02/01/2023;3:25:32;8.9;5.11;-0.19;-19;0;18.9
02/01/2023;3:25:37;9.23;5.11;-0.18;-18;0;19.23
02/01/2023;3:25:42;9.31;5.11;-0.19;-19;0;19.31
02/01/2023;3:25:47;9.07;4.87;-0.19;-19;0;19.07
02/01/2023;3:25:52;9.31;5.23;-0.19;-19;0;19.31
02/01/2023;3:25:57;9.23;5.26;-0.2;-20;0;19.23
02/01/2023;3:26:02;8.18;5.21;-0.19;-19;0;18.18
02/01/2023;3:26:07;8.58;5.12;-0.18;-18;0;18.58
02/01/2023;3:26:12;8.58;5.12;-0.17;-17;0;18.58
02/01/2023;3:26:17;8.58;5.14;-0.18;-18;0;18.58
02/01/2023;3:26:22;9.23;4.55;-0.18;-18;0;19.23
02/01/2023;3:26:27;9.31;4.55;-0.18;-18;0;19.31
02/01/2023;3:26:32;9.47;4.54;-0.17;-17;0;19.47
02/01/2023;3:26:37;9.39;4.52;-0.18;-18;0;19.39
02/01/2023;3:26:42;9.39;4.49;-0.18;-18;0;19.39
02/01/2023;3:26:47;9.23;4.47;-0.18;-18;0;19.23
02/01/2023;3:26:52;9.47;4.43;-0.18;-18;0;19.47
02/01/2023;3:26:57;9.47;4.4;-0.19;-19;0;19.47
02/01/2023;3:27:02;9.39;4.37;-0.18;-18;0;19.39
02/01/2023;3:27:07;9.31;4.31;-0.19;-19;0;19.31
02/01/2023;3:27:12;9.07;5.24;-0.18;-18;0;19.07
02/01/2023;3:27:17;9.31;5.24;-0.18;-18;0;19.31
02/01/2023;3:27:22;9.23;5.24;-0.18;-18;0;19.23
02/01/2023;3:27:27;9.39;5.24;-0.19;-19;0;19.39
02/01/2023;3:27:32;9.07;5.24;-0.18;-18;0;19.07
02/01/2023;3:27:37;9.07;5.24;-0.18;-18;0;19.07
02/01/2023;3:27:42;9.23;5.24;-0.2;-20;0;19.23
02/01/2023;3:27:47;9.31;5.24;-0.2;-20;0;19.31
02/01/2023;3:27:52;9.23;5.23;-0.2;-20;0;19.23
02/01/2023;3:27:57;9.15;5.23;-0.2;-20;0;19.15
02/01/2023;3:28:02;8.9;5.23;-0.21;-21;0;18.9
02/01/2023;3:28:07;9.39;5.23;-0.21;-21;0;19.39
02/01/2023;3:28:12;9.15;5.23;-0.21;-21;0;19.15
02/01/2023;3:28:17;9.15;5.23;-0.2;-20;0;19.15
02/01/2023;3:28:22;9.39;5.23;-0.19;-19;0;19.39
02/01/2023;3:28:27;9.23;5.23;-0.2;-20;0;19.23
02/01/2023;3:28:32;9.15;5.23;-0.19;-19;0;19.15
02/01/2023;3:28:37;8.99;5.23;-0.2;-20;0;18.99
02/01/2023;3:28:42;9.39;5.23;-0.19;-19;0;19.39
02/01/2023;3:28:47;9.15;5.23;-0.19;-19;0;19.15
02/01/2023;3:28:52;9.23;5.23;-0.19;-19;0;19.23
02/01/2023;3:28:57;9.15;5.23;-0.19;-19;0;19.15
02/01/2023;3:29:02;8.99;5.23;-0.19;-19;0;18.99
02/01/2023;3:29:07;9.23;5.23;-0.2;-20;0;19.23
02/01/2023;3:29:12;9.23;5.23;-0.19;-19;0;19.23
02/01/2023;3:29:17;9.31;5.23;-0.2;-20;0;19.31
02/01/2023;3:29:22;9.07;5.23;-0.19;-19;0;19.07
02/01/2023;3:29:27;9.23;5.23;-0.19;-19;0;19.23
02/01/2023;3:29:32;9.15;5.23;-0.2;-20;0;19.15
02/01/2023;3:29:37;9.15;5.23;-0.2;-20;0;19.15
02/01/2023;3:29:42;9.39;5.23;-0.19;-19;0;19.39
02/01/2023;3:29:47;9.07;5.23;-0.19;-19;0;19.07
02/01/2023;3:29:52;9.31;5.23;-0.2;-20;0;19.31
02/01/2023;3:29:57;8.99;5.23;-0.19;-19;0;18.99
02/01/2023;3:30:02;9.07;5.22;-0.19;-19;0;19.07
02/01/2023;3:30:07;9.39;5.22;-0.18;-18;0;19.39
02/01/2023;3:30:12;9.07;5.22;-0.19;-19;0;19.07
02/01/2023;3:30:17;9.07;5.22;-0.19;-19;0;19.07
02/01/2023;3:30:22;9.15;5.22;-0.19;-19;0;19.15
02/01/2023;3:30:27;8.99;5.22;-0.18;-18;0;18.99
02/01/2023;3:30:32;9.07;5.22;-0.2;-20;0;19.07
02/01/2023;3:30:37;9.23;5.22;-0.18;-18;0;19.23
02/01/2023;3:30:42;8.99;5.22;-0.19;-19;0;18.99
02/01/2023;3:30:47;9.07;5.22;-0.19;-19;0;19.07
02/01/2023;3:30:52;9.07;5.22;-0.2;-20;0;19.07
02/01/2023;3:30:57;9.23;5.22;-0.19;-19;0;19.23
02/01/2023;3:31:02;9.15;5.22;-0.19;-19;0;19.15
02/01/2023;3:31:07;8.99;5.22;-0.2;-20;0;18.99
02/01/2023;3:31:12;9.15;5.22;-0.19;-19;0;19.15
02/01/2023;3:31:17;9.15;5.22;-0.2;-20;0;19.15
02/01/2023;3:31:22;9.15;5.22;-0.2;-20;0;19.15
02/01/2023;3:31:27;9.15;5.22;-0.21;-21;0;19.15
02/01/2023;3:31:32;9.15;5.22;-0.2;-20;0;19.15
02/01/2023;3:31:37;9.07;5.22;-0.2;-20;0;19.07
02/01/2023;3:31:42;9.15;5.22;-0.19;-19;0;19.15
02/01/2023;3:31:47;9.23;5.22;-0.2;-20;0;19.23
02/01/2023;3:31:52;8.9;5.22;-0.22;-22;0;18.9
02/01/2023;3:31:57;9.15;5.22;-0.24;-24;0;19.15
02/01/2023;3:32:02;9.31;5.22;-0.24;-24;0;19.31
02/01/2023;3:32:07;9.15;5.22;-0.23;-23;0;19.15
02/01/2023;3:32:12;9.07;5.22;-0.12;-12;0;19.07
02/01/2023;3:32:17;8.9;5.22;-0.23;-23;0;18.9
02/01/2023;3:32:22;8.26;5.28;-0.17;-17;0;18.26
02/01/2023;3:32:27;8.58;5.25;-0.25;-25;0;18.58
02/01/2023;3:32:32;8.34;5.24;-0.24;-24;0;18.34
02/01/2023;3:32:37;8.42;5.24;-0.24;-24;0;18.42
02/01/2023;3:32:42;8.34;5.26;-0.23;-23;0;18.34
02/01/2023;3:32:47;8.5;5.26;-0.14;-14;0;18.5
02/01/2023;3:32:52;8.58;5.26;-0.16;-16;0;18.58
02/01/2023;3:32:57;8.58;5.27;-0.21;-21;0;18.58
02/01/2023;3:33:02;8.5;5.26;-0.22;-22;0;18.5
02/01/2023;3:33:07;8.58;5.26;-0.22;-22;0;18.58
02/01/2023;3:33:12;8.58;5.26;-0.22;-22;0;18.58
02/01/2023;3:33:17;9.63;5.29;-0.22;-22;0;19.63
02/01/2023;3:33:22;9.23;5.35;-0.21;-21;0;19.23
